Countries,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
EUROPE,1372914.906,1302627.329,1296355.737,1302142.598,1357113.481,1357012.421,1329846.389,1302331.648,1319757.49,1123394.881,1077454.211,1134292.163,1207601.385,1167044.495,1092655.312,1048107.593,1185448.904,1041490.651,1012503.827,1215004.592,1002327.555,987904.616,1185485.539,1027606.204,960584.3673,1152701.24,1096532.295,885543.6351,1062652.362,1275182.834
AUSTRIA,25121.80596,22617.34148,23431.43602,23573.03393,22504.82505,18013.80739,18034.76387,21517.17988,22611.19044,21976.57435,22309.33325,22524.75668,22368.90815,22415.41728,23096.97271,24141.53192,21128.89282,24142.60327,25260.44406,20208.35525,24250.0263,26771.36074,21417.08859,22096.5241,26515.82892,21212.66314,20541.20457,24649.44549,22247.30278,20078.54135
BELGIUM,52748.71686,50796.23587,49052.61585,52620.87983,48825.79074,45036.07215,44130.29779,45910.21904,44785.21008,49092.70831,48537.66828,48037.17201,49626.64908,45709.22002,47530.69446,50475.06709,41819.70881,50183.65057,53657.14652,42925.71722,48651.91702,57437.89822,45950.31858,40304.29891,48365.15869,52610.71594,42088.57275,48826.16361,56559.65989,45247.72793
FINLAND,185.0264427,118.2808726,151.6536576,1704.250939,2796.821909,2428.024668,4191.646445,4692.415284,4808.128997,3790.922789,3581.332333,3131.625745,1554.858989,986.4444293,4585.097426,5502.116911,4401.693529,3625.702949,4350.843538,5221.012246,4176.809797,4196.041605,5035.249926,4078.572998,4159.775457,4991.730548,3993.384439,4345.584271,5214.701125,4171.7609
FRANCE,119084.5934,107129.6428,97245.95412,102076.5318,116065.8312,123801.5837,130627.0029,136095.2928,133116.3611,91903.09366,92047.87269,87646.10674,101944.633,94182.07552,77178.73706,64980.63785,77976.7654,86106.57426,68885.2594,75919.25638,91103.10767,72882.48613,69027.79535,82833.3544,76548.16187,66245.96969,79495.16357,86789.90184,69431.92148,75637.40597
GERMANY,279167.6557,260631.3682,261240.0139,270442.9981,277911.039,278820.1189,236488.9435,217598.3087,233261.327,183080.3916,158818.6132,167398.0015,167482.6207,170479.5633,184034.6272,218576.1095,174860.8876,157578.8895,189094.6674,194583.7419,155666.9935,186800.3922,217638.8158,174111.0526,158622.4537,190346.9444,192915.7411,154332.5929,185199.1115,220078.4917
ITALY,85477.8101,77935.47517,76198.44996,80947.5605,96248.03521,96164.70744,95989.21587,99554.21576,93016.58712,94757.59693,95591.73044,113806.8938,112720.694,96111.65979,113257.1167,130370.6952,104296.5562,106109.1965,127331.0358,101864.8287,102530.6985,123036.8382,103747.8892,101770.9776,122125.1731,107917.9006,98574.23674,118289.0841,119029.3018,95223.4414
NETHERLANDS,29244.382,27266.59415,26012.07467,25060.11965,25052.57836,26808.97321,25012.85515,1273.935843,7386.259586,6920.983928,5885.056328,4271.515554,4987.822487,1113.344396,7883.060563,9459.672674,7567.738136,6589.568925,7907.48271,8401.638159,6721.310524,8065.57263,8577.723248,6862.178597,8234.614318,9881.537181,7905.229747,7850.678168,8525.065483,7948.944115
PORTUGAL,15203.13659,13914.73605,13167.54463,12861.23927,12375.2564,11689.46235,12906.21832,19310.84682,22135.01089,19139.87553,20062.52484,23491.52854,24317.54016,23926.08332,21323.52511,17368.5599,20842.27188,25010.72625,20008.58101,18112.82202,21735.38642,22657.37002,18125.89602,21751.07522,25756.32622,20605.06098,17217.5976,20661.11712,24793.34054,19834.67243
SPAIN,183668.337,155687.2832,160123.9205,157826.1144,171088.509,183691.3596,181234.3184,180504.5456,183124.3202,154760.3112,141035.705,173832.5674,192050.3415,178745.3498,156372.176,134427.6977,161313.2372,173829.0432,139063.2345,159829.1653,187597.7925,150078.234,136218.3006,163461.9607,166781.4932,133425.1946,160110.2335,184939.1791,147951.3433,137760.8354
