Countries,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
POLAND,-11757.09765,-8196.961804,-8338.13169,-9511.696009,-12061.14232,-17972.94836,-23108.74565,-24903.30223,-24799.13703,-19217.45089,-19830.80036,-21448.77301,-29642.95157,-30710.49453,-10338.68724,-8270.949792,-9925.13975,-11910.1677,-9528.134162,-8916.142708,-10699.37125,-10519.95085,-8415.960678,-10099.15281,-10338.68724,-8270.949792,-9925.13975,-11910.1677,-9528.134162,-8916.142708
ROMANIA,-5556.46351,-5641.445996,-5375.359409,-5446.984961,-5850.716738,-5341.881944,-5645.454361,-7543.194211,-8448.445004,-7193.548376,-6881.643078,-5748.396154,-4287.878076,-5141.909373,-7272.691791,-8727.230149,-6981.784121,-6261.602974,-7513.92357,-7556.156272,-6044.925017,-7253.910019,-8704.692024,-6963.753619,-7272.691791,-8727.230149,-6981.784121,-6261.602974,-7513.92357,-7556.156272
SLOVAKIA,-14686.95218,-20173.48963,-22197.58485,-22309.48044,-23583.10812,-23869.41082,-23730.60597,-24802.76804,-25365.45991,-23189.84556,-23494.8122,-22731.00672,-24419.19328,-23129.04048,-19744.03735,-15795.22988,-18954.27585,-22745.13102,-18196.10482,-17438.55977,-20926.27172,-19226.00112,-16361.03685,-19633.24422,-19744.03735,-15795.22988,-18954.27585,-22745.13102,-18196.10482,-17438.55977
SLOVENIA,-1053.582317,-1466.323774,-1050.914401,-794.0788139,-1215.093352,-1456.463528,-2008.552057,-2254.017301,-2022.072625,-1038.609454,-1726.20668,-602.6625689,-2390.849775,-2232.443314,-512.9808263,-2217.600996,-1897.448171,-1750.603318,-1588.749384,-1406.202623,-1202.819812,-978.5988674,-733.5397497,-467.6424425,-512.9808263,-2217.600996,-1897.448171,-1750.603318,-1588.749384,-1406.202623
SERBIA,-355.5004989,-357.827956,-2289.73005,-2484.981595,-2049.054251,-1899.079245,-1832.538501,-1388.280822,-893.3204488,-585.4218957,-502.7793717,-187.6224184,-43.30190645,-28.7507392,-382.2121242,-458.6545489,-366.923639,-367.7505185,-441.3006221,-353.0404977,-310.8091648,-372.9709978,-333.9402717,-400.7283262,-382.2121242,-458.6545489,-366.923639,-367.7505185,-441.3006221,-353.0404977
RUSSIA,-94299.02456,-99371.92817,-114698.6975,-105302.5973,-85658.54079,-75979.93627,-80146.10978,-71222.32721,-71421.27355,-68316.38656,-71314.12227,-58166.47078,-58143.5473,-60439.37652,-63398.57089,-68509.30622,-54807.44498,-65582.01782,-74368.80889,-59495.04711,-56011.91182,-67214.29418,-64942.38531,-51953.90824,-63398.57089,-68509.30622,-54807.44498,-65582.01782,-74368.80889,-59495.04711
AZERBAIJAN,-790.6868689,-1480.03647,-1768.950379,-1277.524134,-674.1673242,-286.3922077,-391.353313,-749.755327,-1080.809567,-1094.418205,-1526.166921,-1172.019032,-1291.363091,-1367.766063,-963.8935592,-771.1148472,-925.3378167,-1110.40538,-888.324304,-780.1586709,-936.1904052,-1122.650273,-898.1202185,-888.1382919,-963.8935592,-771.1148472,-925.3378167,-1110.40538,-888.324304,-780.1586709
BELARUS,-15754.95879,-19087.63509,-20367.27119,-12091.41081,-11756.70028,-14196.72127,-14608.65131,-5262.512824,-5597.331306,-5327.154024,-4864.614004,-5663.221332,-5854.707814,-6718.174911,-6862.009294,-8234.411152,-6587.52892,-5504.539202,-6605.447041,-7526.896602,-6021.517283,-7225.82074,-8236.788468,-6589.430776,-6862.009294,-8234.411152,-6587.52892,-5504.539202,-6605.447041,-7526.896602
KAZAKHSTAN,-3073.729434,-6260.893244,-6535.244577,-6381.883842,-5342.898332,-3065.235053,-3587.762079,-2963.095201,-3560.936982,-3474.364572,-3784.336994,-4279.583626,-7856.599278,-8550.541656,-4270.730509,-7590.315184,-8225.085447,-8099.904986,-7938.121017,-7755.570433,-7552.187345,-7327.966282,-7082.907085,-6817.009721,-4270.730509,-7590.315184,-8225.085447,-8099.904986,-7938.121017,-7755.570433
UKRAINE,-13847.32757,-17107.21565,-14478.59138,-9319.049314,-4560.970806,-3832.443919,-4573.570253,-5146.266166,-8684.772918,-6730.656636,-10260.10694,-6634.473094,-5605.599481,-2488.562114,-9410.849084,-11293.0189,-9034.41512,-7543.260033,-9051.912041,-10623.08993,-8498.471945,-8105.804261,-9726.965111,-9190.592754,-9410.849084,-11293.0189,-9034.41512,-7543.260033,-9051.912041,-10623.08993
UZBEKISTAN ,-5631.045443,-4645.157453,-5273.134267,-5643.336658,-4486.766022,-2395.778327,-2639.68756,-4920.297175,-6750.277423,-6595.975524,-5933.562657,-8097.909742,-7343.271872,-7203.965591,-8610.559898,-9901.300143,-7921.040113,-8043.313075,-9651.975693,-7721.580552,-7993.341962,-9592.010353,-7673.608284,-8089.956661,-8610.559898,-9901.300143,-7921.040113,-8043.313075,-9651.975693,-7721.580552
TURKEY,-51506.66811,-45525.65738,-44536.98021,-40526.27408,-48040.64107,-46032.37235,-47666.95498,-48672.95743,-42534.34069,-58291.01154,-39076.7958,-46183.70216,-55875.14515,-71020.95012,-33490.06195,-26792.04956,-32150.45948,-38580.55137,-30864.44109,-29959.20049,-35951.0406,-32332.81019,-27761.16263,-33313.39515,-33490.06195,-26792.04956,-32150.45948,-38580.55137,-30864.44109,-29959.20049
NORTH AMERICA,-1096692.631,-1155844.259,-1213848.108,-1269997.658,-1270809.895,-1300944.688,-1313275.967,-1319062.166,-1303990.722,-1056570.041,-1096616.261,-1216705.395,-1296903.046,-1367378.05,-1094863.833,-875891.0664,-1051069.28,-1261283.136,-1009026.509,-960982.7553,-1153179.307,-1078820.405,-908827.9551,-1090593.546,-1094863.833,-875891.0664,-1051069.28,-1261283.136,-1009026.509,-960982.7553
CANADA  ,-111213.6451,-130410.6891,-127197.5427,-130154.6111,-122332.9823,-131170.6195,-120957.3501,-118996.4812,-118818.002,-85859.7364,-72968.01939,-82161.39641,-97344.3781,-97462.38019,-69093.99393,-55275.19514,-66330.23416,-79596.28101,-63677.02479,-59195.81573,-71034.97886,-71751.44249,-57401.154,-68881.38481,-69093.99393,-55275.19514,-66330.23416,-79596.28101,-63677.02479,-59195.81573
MEXICO,-97586.83053,-151221.4931,-158813.9536,-193165.6383,-190303.4264,-184015.6282,-232612.072,-224513.673,-226604.8281,-178307.33,-207822.2299,-245558.7346,-261172.0329,-287106.3403,-200788.5886,-160630.8709,-192757.045,-231308.4541,-185046.7632,-177888.1226,-213465.7471,-196180.1887,-170855.68,-205026.816,-200788.5886,-160630.8709,-192757.045,-231308.4541,-185046.7632,-177888.1226
USA,-604885.3415,-688052.7832,-736725.1435,-786408.1373,-831958.3953,-882459.2237,-855938.9996,-897980.2736,-879904.8919,-735674.4952,-756874.707,-808670.0192,-856497.2144,-892634.0052,-716573.7987,-573259.0389,-687910.8469,-825493.0161,-660394.413,-621828.6689,-746194.4026,-711071.0377,-595644.1658,-714772.9988,-716573.7987,-573259.0389,-687910.8469,-825493.0161,-660394.413,-621828.6689
SOUTH AMERICA,-258045.2969,-216496.8082,-226887.9062,-231153.0357,-198371.7663,-161333.1733,-168767.3009,-137160.9087,-134748.5537,-104332.3155,-114925.4889,-132706.2134,-139843.6794,-153293.0273,-141684.4812,-146759.9216,-134315.0669,-144141.3296,-158046.7614,-126437.4092,-148854.922,-169160.9363,-135328.749,-126173.2513,-141684.4812,-146759.9216,-134315.0669,-144141.3296,-158046.7614,-126437.4092
ARGENTINA,-39211.42434,-36760.44759,-38548.49405,-33008.19696,-32450.1162,-33415.15984,-47103.15823,-27720.89571,-14954.06035,-12490.47681,-15851.20845,-18222.83861,-19899.07455,-18853.99687,-19678.51459,-23614.21751,-18891.37401,-17645.81602,-21174.97922,-19130.41353,-15916.99011,-19100.38814,-21836.03921,-17468.83137,-19678.51459,-23614.21751,-18891.37401,-17645.81602,-21174.97922,-19130.41353
BRAZIL,-228404.5499,-182698.5995,-192881.5671,-205931.8908,-167319.1549,-134724.8258,-135218.848,-117629.5031,-122762.006,-91978.0606,-99052.03585,-104815.0219,-117732.8905,-140101.9255,-105482.1724,-86613.22664,-103935.872,-124723.0464,-99778.43709,-90859.52545,-109031.4306,-114696.8944,-91757.51551,-110109.0186,-105482.1724,-86613.22664,-103935.872,-124723.0464,-99778.43709,-90859.52545
COLOMBIA,-6673.001066,-10764.10267,-10290.47981,-10168.64589,-8717.848061,-8445.974977,-22523.7941,-4386.098262,-6068.091798,-3482.579404,-5270.734238,-7824.596208,-5424.019557,-5753.080239,-10366.69914,-12440.03897,-9952.031175,-8625.444811,-10350.53378,-11548.49897,-9238.799177,-10176.10555,-12211.32666,-9769.061329,-10366.69914,-12440.03897,-9952.031175,-8625.444811,-10350.53378,-11548.49897
ASIA-OCEANIA,-2510926.291,-2523320.055,-2198193.945,-2306671.687,-2677940.315,-2705643.69,-2801090.767,-2635118.59,-2522473.569,-2482086.818,-2540319.194,-2842925.994,-2962611.795,-2953169.347,-2655202.801,-2272373.064,-2726847.677,-2951697.631,-2361358.104,-2698461.168,-3213066.492,-2570453.194,-2224190.65,-2669028.78,-2655202.801,-2272373.064,-2726847.677,-2951697.631,-2361358.104,-2698461.168
AUSTRALIA,-29852.95467,-27958.32988,-34928.103,-8225.087174,-17447.32794,-15639.14722,-16446.93804,-18489.97602,-9923.483675,-17398.79138,-23117.16616,-16450.76188,-20036.73652,-20045.50566,-14373.62555,-11498.90044,-13798.68052,-16558.41663,-13246.73331,-13272.06961,-15926.48353,-13128.37076,-11917.69656,-14301.23587,-14373.62555,-11498.90044,-13798.68052,-16558.41663,-13246.73331,-13272.06961
CHINA,-1451058.486,-1362909.31,-1418272.024,-1554144.292,-1574127.438,-1622664.957,-1644169.769,-1437021.141,-1377662.195,-1488127.568,-1494208.794,-1748949.309,-1801194.266,-1731934.186,-1653492.706,-1549961.431,-1842509.286,-1571117.312,-1462608.041,-1755129.649,-1642449.25,-1363437.219,-1636124.663,-1955450.886,-1653492.706,-1549961.431,-1842509.286,-1571117.312,-1462608.041,-1755129.649
INDIA,-281781.1413,-240701.3724,-250404.1011,-209665.6927,-216727.3073,-238643.2124,-254228.5291,-298268.4642,-280431.5409,-255697.6315,-260142.6339,-294338.2763,-319055.5275,-386442.4858,-253519.2798,-202815.4238,-243378.5086,-292054.2103,-233643.3682,-223801.2926,-268561.5512,-255252.1965,-211727.4994,-254072.9992,-253519.2798,-202815.4238,-243378.5086,-292054.2103,-233643.3682,-223801.2926
INDONESIA,-107400.1568,-118658.4606,-123699.4261,-120846.1479,-116212.9846,-105900.2774,-107441.7441,-84198.21163,-64313.16163,-48098.71489,-58155.57279,-72824.94428,-92489.07065,-101752.5505,-54029.68043,-43223.74435,-51868.4932,-62242.19184,-49793.75347,-45662.56054,-54795.07266,-57935.63154,-46348.50523,-55618.20627,-54029.68043,-43223.74435,-51868.4932,-62242.19184,-49793.75347,-45662.56054
IRAN,-62942.20002,-19761.09827,-33813.69327,-23807.64372,-19073.91684,-28367.98264,-84302.24311,-53723.75333,-16071.98178,-17750.97072,-18297.80222,-24255.25369,-26665.92893,-23991.21357,-27837.03791,-33404.4455,-26723.55639,-23175.52875,-27810.6345,-33372.76139,-26698.20912,-21358.5673,-25630.28076,-30756.33691,-27837.03791,-33404.4455,-26723.55639,-23175.52875,-27810.6345,-33372.76139
JAPAN,-346106.0317,-425594.3971,-404456.8199,-422841.6594,-410782.7155,-415286.5688,-430647.7713,-423318.8396,-421134.5635,-371893.7218,-362982.53,-367269.0488,-379852.3719,-370441.7791,-350941.7645,-326180.8344,-391417.0016,-333116.4074,-303474.7067,-364169.648,-368479.0123,-294783.2098,-353739.8518,-420875.3508,-350941.7645,-326180.8344,-391417.0016,-333116.4074,-303474.7067,-364169.648
MALAYSIA,-615.4734556,-2288.772968,-991.4996454,-1003.908784,-956.943987,-1002.192569,-4229.830442,-2820.972722,-2975.578349,-1634.198671,-2774.229254,-564.0597706,-89.12296525,-4115.368284,-500.5512179,-400.4409742,-480.5291691,-576.6350027,-461.3080023,-369.0464018,-442.8556823,-531.4268186,-637.7121823,-510.169746,-500.5512179,-400.4409742,-480.5291691,-576.6350027,-461.3080023,-369.0464018
PAKISTAN ,-34298.1131,-73921.44919,-34526.0862,-42035.48481,-61797.26574,-60397.84489,-78248.83662,-75806.8429,-49722.62128,-112649.1589,-183409.0756,-110659.8423,-53784.29732,-84495.55852,-159812.7033,-191775.244,-153420.1951,-139931.8269,-167918.1923,-170045.0554,-136036.0443,-163243.2532,-186554.4594,-149243.5675,-159812.7033,-191775.244,-153420.1951,-139931.8269,-167918.1923,-170045.0554
PHILIPPINES,-10885.52473,-10452.73114,-15792.01028,-23380.22711,-28351.57249,-236592.2993,-178701.6377,-120247.3447,-24541.25376,-14809.00849,-26098.4176,-25697.57737,-15018.25144,-33951.82843,-32828.24118,-26262.59295,-31515.11153,-37244.62518,-29795.70014,-35754.84017,-28603.87214,-22883.09771,-27459.71725,-32951.66071,-32828.24118,-26262.59295,-31515.11153,-37244.62518,-29795.70014,-35754.84017
SOUTH KOREA,-83763.23659,-127318.8652,-80220.6176,-151438.5718,-120331.8612,-105993.7696,-117735.1192,-118639.5926,-116506.6817,-105388.6523,-100833.8015,-66297.59839,-72909.82454,-72712.17856,-61385.53499,-50294.64847,-60353.57819,-72424.2938,-57939.43505,-52423.93176,-62908.71813,-67210.247,-53768.1976,-59903.80096,-61385.53499,-50294.64847,-60353.57819,-72424.2938,-57939.43505,-52423.93176
TAIWAN ,-12669.91053,-13493.48632,-13075.3735,-11826.07251,-11697.49166,-11490.97376,-11098.3682,-10080.10501,-9818.843327,-9611.717431,-9978.437483,-10180.79422,-10532.70108,-11272.02355,-10043.94689,-8985.263811,-10782.31657,-10355.39507,-8284.316056,-9941.179265,-11929.41512,-9543.532097,-8320.88006,-9985.056073,-10043.94689,-8985.263811,-10782.31657,-10355.39507,-8284.316056,-9941.179265
THAILAND,-60333.07839,-142079.0471,-100127.0873,-83467.85808,-120806.1551,-111258.0459,-117530.5996,-134795.2733,-101668.0933,-74840.38293,-81404.13241,-82358.59519,-105358.2002,-56110.11944,-60008.67616,-66104.27008,-52883.41606,-61434.94167,-68534.16642,-54827.33312,-58841.85401,-70610.2248,-56488.17985,-53756.46431,-60008.67616,-66104.27008,-52883.41606,-61434.94167,-68534.16642,-54827.33312
VIETNAM,-4851.268483,-5296.563661,-3754.103243,-4199.068826,-11309.12827,-19381.25898,-17659.24428,-11699.36519,-9997.045066,-8375.705466,-9482.345143,-12932.45853,-12656.68322,-6698.953934,-12923.97454,-15508.76945,-12407.01556,-10589.70237,-12707.64284,-14723.7451,-11778.99608,-12393.45752,-14872.14903,-11897.71922,-12923.97454,-15508.76945,-12407.01556,-10589.70237,-12707.64284,-14723.7451
AFRICA,-31118.76943,-32622.81708,-33830.35304,-40562.61151,-43024.34436,-75017.62233,-81445.35568,-58321.6268,-58685.06237,-48416.26035,-53991.88464,-59950.17336,-65738.84884,-75566.90786,-47323.32274,-37858.65818,-45430.38983,-54516.46779,-43613.17423,-42757.22049,-51308.66457,-43465.79118,-41922.46098,-50306.95317,-47323.32274,-37858.65818,-45430.38983,-54516.46779,-43613.17423,-42757.22049
EGYPT,-12219.60706,-8063.336251,-5907.717675,-45957.09988,-18625.969,-15530.81039,-15160.61873,-15028.64362,-15164.73808,-16151.98336,-16394.66983,-15321.62718,-14571.2302,-36211.53524,-12380.95828,-9904.766628,-11885.71995,-14182.71375,-11346.171,-12425.72414,-13666.60913,-11047.44067,-12718.72482,-13921.14298,-12380.95828,-9904.766628,-11885.71995,-14182.71375,-11346.171,-12425.72414
MOROCCO,-2247.883172,-3205.627754,-5755.182637,-8466.590308,-8859.522863,-10338.66988,-13008.66117,-14551.66974,-16081.25607,-13482.92391,-17099.14229,-19013.06981,-20426.41449,-30447.86535,-13261.26634,-10609.01307,-12730.81568,-15276.97882,-12221.58306,-11419.84303,-13703.81163,-14995.42826,-11996.3426,-13514.04639,-13261.26634,-10609.01307,-12730.81568,-15276.97882,-12221.58306,-11419.84303
SOUTH AFRICA,-25920.30862,-15669.42281,-20332.76545,-20452.30646,-21032.62929,-18430.02427,-19058.03823,-103017.3535,-128871.7211,-14137.80809,-15583.51881,-17487.08895,-16504.05212,-14741.75213,-20189.90371,-24227.88445,-19382.30756,-19531.28697,-23437.54437,-18750.0355,-16252.05804,-19502.46965,-22174.96796,-17739.97437,-20189.90371,-24227.88445,-19382.30756,-19531.28697,-23437.54437,-18750.0355
NET,-4366219.205,-4401539.266,-4496237.067,-4650120.562,-4715270.137,-4779762.007,-4879365.172,-4699334.739,-4586423.111,-4185513.568,-4249857.09,-4706314.653,-4965697.719,-5011942.49,-4347589.541,-3600172.076,-4320206.491,-5139247.131,-4111397.704,-3760417.682,-4512501.217,-4528989.86,-3623191.889,-4347830.265,-4347589.541,-3600172.076,-4320206.491,-5139247.131,-4111397.704,-3760417.682
